loss,accuracy,val_loss,val_accuracy
1.1383143663406372,0.5517268776893616,0.6797677874565125,0.5715384483337402
0.6727772951126099,0.5932766795158386,0.6638720035552979,0.6003845930099487
0.3829893469810486,0.8273099064826965,0.2254193127155304,0.9242307543754578
0.2044016718864441,0.9368138313293457,0.20016244053840637,0.9365384578704834
0.19475707411766052,0.9400993585586548,0.18930432200431824,0.942307710647583
0.18664047122001648,0.9420626759529114,0.19625920057296753,0.9396153688430786
0.18439233303070068,0.9452279806137085,0.19090533256530762,0.9353846311569214
0.17886705696582794,0.9445067644119263,0.17337730526924133,0.9442307949066162
0.1747390180826187,0.9457488656044006,0.17131493985652924,0.9469230771064758
0.16682425141334534,0.946990966796875,0.18111306428909302,0.944615364074707
0.16682659089565277,0.9476320147514343,0.1766282320022583,0.944615364074707
0.16226525604724884,0.9489542245864868,0.1908058524131775,0.9426922798156738
0.1618819236755371,0.9500761032104492,0.16827049851417542,0.9465384483337402
0.15850910544395447,0.9508374333381653,0.15800681710243225,0.944615364074707
0.1584162712097168,0.9486737847328186,0.1707252413034439,0.9457692503929138
0.1558648943901062,0.9500360488891602,0.17476682364940643,0.944615364074707
0.15736888349056244,0.9482330083847046,0.15300194919109344,0.9480769038200378
0.15501658618450165,0.9504768252372742,0.15807637572288513,0.949999988079071
0.15160700678825378,0.9522397518157959,0.150704488158226,0.9507692456245422
0.15561148524284363,0.9515585899353027,0.15294447541236877,0.947692334651947
